Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude  	HUC     	Rchmile Segment	Miles Up Reach	Rchonoff	Rchname                                                     	Station Alias                           	Station Type                                                     	Station Depth	Depth Units         	S	G	Description
--------	---------------	------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-------------------------	------------------------------	------------------------------	----------	-----------	--------	---------------	--------------	--------	------------------------------------------------------------	----------------------------------------	-----------------------------------------------------------------	-------------	--------------------	-	-	--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
11BIOACC	2037           	HONOLII STREAM @ HILO /  /                                                                                                                                                    	U.S. EPA MDSD            	Hawaii                        	Hawaii                        	 19.770833	-155.0925  	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM                                               	            0	FEET                	S	 	none
11NPSWRD	KAHO_CHAI_1    	WETLAND ADJOINING KOLOKO POND ON HAWAII COAST / HAWAII / HAWAII                                                                                                               	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	  19.69125	-156.037   	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/SWTLND                                               	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A WETLAND ADJOINING KOLOKO POND ON THE HAWAII COAST INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_2    	WETLAND ADJOINING KOLOKO POND ON HAWAII COAST / HAWAII / HAWAII                                                                                                               	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.691833	-156.036833	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/SWTLND                                               	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A WETLAND ADJOINING KOLOKO POND ON THE HAWAII COAST INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_3    	WETLAND ADJOINING KOLOKO POND ON HAWAII COAST / HAWAII / HAWAII                                                                                                               	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.691944	-156.03725 	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/SWTLND                                               	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A WETLAND ADJOINING KOLOKO POND ON THE HAWAII COAST INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_4    	WETLAND ADJOINING KOLOKO POND ON HAWAII COAST / HAWAII / HAWAII                                                                                                               	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.692472	-156.036806	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/SWTLND                                               	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A WETLAND ADJOINING KOLOKO POND ON THE HAWAII COAST INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_A    	ANCHIALINE POOL ON HAWAII COAST NEAR KAILUA KONA / HAWAII / HAWAII                                                                                                            	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.691167	-156.037222	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/LAKE/ANPOOL                                          	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POOL ON THE HAWAII COAST NEAR KAILUA KONA INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_B    	ANCHIALINE POOL ON HAWAII COAST NEAR KAILUA KONA / HAWAII / HAWAII                                                                                                            	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.692028	-156.036861	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/LAKE/ANPOOL                                          	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POOL ON THE HAWAII COAST NEAR KAILUA KONA INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_C    	ANCHIALINE POOL ON HAWAII COAST NEAR KAILUA KONA / HAWAII / HAWAII                                                                                                            	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.691833	-156.037083	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/LAKE/ANPOOL                                          	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POOL ON THE HAWAII COAST NEAR KAILUA KONA INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
11NPSWRD	KAHO_CHAI_D    	ANCHIALINE POOL ON HAWAII COAST NEAR KAILUA KONA / HAWAII / HAWAII                                                                                                            	NATIONAL PARK SERVICE    	Hawaii                        	Hawaii                        	 19.691806	-156.037694	20010000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/LAKE/ANPOOL                                          	            0	FEET                	S	 	THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII - HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POOL ON THE HAWAII COAST NEAR KAILUA KONA INSIDE THE KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1991 REPORT "AN INVENTORY AND ASSESSMENT OF KALOKO POND; MARSH; AND ANCHIALINE POOLS AT KALOKO- HOHOKAHAU NATIONAL HISTORICAL PARK; NORTH KONA; HAWAII" BY DAVID K. CHAI FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDY UNIT AT THE UNIVERSITY OF HAWAII AT MANOA.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION CONTACT RESOURCE MANAGEMENT AT KALOKO-HONOKOHAU NATIONAL HISTORICAL PARK; 73-4786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 808-329-6881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 970-225-3516.  FAX. 970-225-9965.
