Status,Species/Listing Name,score
E,A`e (Zanthoxylum dipetalum var. tomentosum),0.6
E,A`e (Zanthoxylum hawaiiense),0.6
E,A`e (Zanthoxylum oahuense),0.6
E,`Ahinahina (Argyroxiphium sandwicense ssp. sandwicense),0.6
E,"`Aiakeakua, popolo (Solanum sandwicense)",0.6
E,`Aiea (Nothocestrum breviflorum),0.6
E,`Aiea (Nothocestrum latifolium),0.6
E,`Aiea (Nothocestrum peltatum),0.6
E,`Akoko (Euphorbia celastroides var. kaenana),0.6
E,`Akoko (Euphorbia deppeana),0.6
E,`Akoko (Euphorbia eleanoriae),0.6
E,`Akoko (Euphorbia haeleeleana),0.6
E,`Akoko (Euphorbia herbstii),0.6
E,`Akoko (Euphorbia kuwaleana),0.6
E,`Akoko (Euphorbia remyi var. kauaiensis),0.6
E,`Akoko (Euphorbia remyi var. remyi),0.6
E,`Akoko (Euphorbia rockii),0.6
E,'Akoko (Euphorbia halemanui),0.6
E,"`Akoko, Ewa Plains (Euphorbia skottsbergii var. skottsbergii)",0.6
E,`aku (Cyanea tritomantha),0.6
E,`aku`aku (Cyanea platyphylla),0.6
E,`Ala `ala wai nui (Peperomia subpetiolata),0.6
E,Alani (Melicope adscendens),0.6
E,Alani (Melicope balloui),0.6
E,Alani (Melicope christophersenii),0.6
E,Alani (Melicope degeneri),0.6
E,Alani (Melicope haupuensis),0.6
E,Alani (Melicope hiiakae),0.6
E,Alani (Melicope knudsenii),0.6
E,Alani (Melicope lydgatei),0.6
E,Alani (Melicope makahae),0.6
E,Alani (Melicope mucronulata),0.6
E,Alani (Melicope munroi),0.6
E,Alani (Melicope ovalis),0.6
E,Alani (Melicope pallida),0.6
E,Alani (Melicope paniculata),0.6
E,Alani (Melicope puberula),0.6
E,Alani (Melicope quadrangularis),0.6
E,Alani (Melicope reflexa),0.6
E,Alani (Melicope saint-johnii),0.6
E,Alani (Melicope zahlbruckneri),0.6
E,`Anaunau (Lepidium arbuscula),0.6
E,`Anunu (Sicyos albus),0.6
E,`Anunu (Sicyos macrophyllus),0.6
E,"aumakua, Palapalai (Dryopteris crinalis var. podosorus)",0.6
E,Aupaka (Isodendrion hosakae),0.6
E,Aupaka (Isodendrion laurifolium),0.6
E,`Awikiwiki (Canavalia molokaiensis),0.6
E,`Awikiwiki (Canavalia napaliensis),0.6
E,`Awikiwiki (Canavalia pubescens),0.6
E,Awiwi (Schenkia sebaeoides),0.6
E,'Awiwi (Kadua cookiana),0.6
