rgn_id,year,pct_unemployed
3,2015,3.4
3,2016,3
1,2015,4.5
1,2016,3.9
2,2015,3.8
2,2016,3.3
4,2015,4.1
4,2016,3.4
3,1990,2.1
3,1991,2.1
3,1992,2.8
3,1993,3.2
3,1994,4.2
3,1995,4.6
3,1996,5.2
3,1997,5.1
3,1998,5.2
3,1999,4.7
3,2000,4.1
3,2001,4.3
3,2002,4.1
3,2003,4
3,2004,3.3
3,2005,2.8
3,2006,2.5
3,2007,2.6
3,2008,3.8
3,2009,6
3,2010,6
3,2011,5.9
3,2012,5.4
3,2013,4.4
3,2014,4.1
1,1990,3.9
1,1991,4.6
1,1992,7.7
1,1993,7.8
1,1994,9.9
1,1995,10.2
1,1996,9.8
1,1997,9.9
1,1998,9.4
1,1999,8.4
1,2000,5
1,2001,5.3
1,2002,4.8
1,2003,4.9
1,2004,4.1
1,2005,3.4
1,2006,3.1
1,2007,3.6
1,2008,6
1,2009,10.2
1,2010,9.9
1,2011,9.9
1,2012,8.3
1,2013,6.6
1,2014,5.5
4,1990,3.9
4,1991,4.3
4,1992,9.9
4,1993,13.3
4,1994,13.1
4,1995,11.4
4,1996,12
4,1997,11
4,1998,9.7
4,1999,7.4
4,2000,4.8
4,2001,5.4
4,2002,4.6
4,2003,4.2
4,2004,3.5
4,2005,2.8
4,2006,2.6
4,2007,2.7
4,2008,4.8
4,2009,9.8
4,2010,8.8
4,2011,8.7
4,2012,7.3
4,2013,5.6
4,2014,4.9
2,1990,4.6
2,1991,5.6
2,1992,8.2
2,1993,5.5
2,1994,6.2
2,1995,7.3
2,1996,7.2
2,1997,7.3
2,1998,6.6
2,1999,5.5
2,2000,3.9
2,2001,4.3
2,2002,4.1
2,2003,4
2,2004,3.2
2,2005,2.7
2,2006,2.5
2,2007,2.9
2,2008,4.9
2,2009,9.1
2,2010,8.5
2,2011,7.9
2,2012,6.4
2,2013,5.1
2,2014,4.5
